CYYJ	14/32	48.652500	-123.432999	48.640598	-123.422997
CYYL	08/26	56.861000	-101.082001	56.861301	-101.070000
CYYL	17/35	56.870602	-101.070000	56.856899	-101.070000
CYYN	04/22	50.288898	-107.698997	50.293301	-107.691002
CYYN	13/31	50.296700	-107.695999	50.288300	-107.682999
CYYO	09/27	51.809700	-104.176003	51.808102	-104.162003
CYYQ	07/25	58.751701	-94.071098	58.755199	-94.051201
CYYQ	15/33	58.745701	-94.077698	58.723301	-94.055397
CYYR	08/26	53.303902	-60.448101	53.321400	-60.406700
CYYR	15/33	53.333900	-60.436401	53.316101	-60.404400
CYYT	10/28	47.623299	-52.773300	47.625000	-52.738899
CYYT	16/34	47.625801	-52.751400	47.610600	-52.733898
CYYU	17/35	49.420799	-82.472198	49.406898	-82.462799
CYYW	12/30	50.299099	-88.925003	50.294201	-88.909698
CYYW	18/36	50.294201	-88.909698	50.286098	-88.909401
CYYY	06/24	48.603600	-68.216400	48.616402	-68.200798
CYYY	15/33	48.608200	-68.215797	48.600800	-68.203903
CYYZ	05/23	43.673901	-79.663902	43.694698	-79.633301
CYYZ	06L/24R	43.661049	-79.623428	43.678978	-79.597366
